33	1.9	243	55	20
20	2	337.26	35	15
40	3.1	462	35	15
60	3.5	490	35	15
2	10	202	2.2	27.41693458
4	2.2	211	37	10
6	2.2	232	37	10
8	2.2	212	37	10
10	2.2	229	37	10
1	0.8	398	34	30
11	0.8	200	34	30
1	0.9	112	34	30
1	1.1	144	34	30
20	1.6	567.9	55	15
40	1.6	607.2	55	15
60	1.6	668	55	15
65	1.6	702.1	55	15
70	1.6	600.3	55	15
40	1.6	533.7	55	15
40	2	632	55	12
40	2.7	554.8	55	9
64	2.3	598.4	37	15
7	1.8	180	36	30
13	2	333	36	24
15	1.7	324	36	25
22	1.6	292	36	26
34	1.4	398	36	25
52	1.2	546	36	24
74	1	454	36	24
87	0.8	158	36	25
40	2.5	167.356	37	20
40	3	61.9674	37	20
40	2	166.725	37	20
100	4	448.9	37	20
75	4	413.4	37	20
75	4	360	37	20
100	4.7	480	37	40
46	5.2	240	37	40
24	5.5	190	37	40
17	5.7	130	37	40
100	2	541	38	40
100	4	483	38	27.41693458
75	2	487	38	40
75	4	439	38	26
50	2	417	38	40
50	4	396	38	26
25	2	325	38	40
25	4	304	38	26
75	2	508	38	40
75	4	467	38	26
50	2	431	38	40
50	4	400	38	26
25	2	346	38	40
100	0.8	290	37	20
30	0.8	160	37	20
100	1.7	300	37	20
30	1.7	270	37	20
80	0.2	470	36	40
100	0.2	60	36	40
100	1	597	55	93
100	2	603	55	47
100	3	536	55	31
100	4	345	55	23
70	1	795	55	97
70	2	666	55	48
70	3	601	55	32
70	4	655	55	24
100	4	425	37	20
94	4	450	37	20
88	4.1	466	37	20
77	4.1	479	37	20
94	6.1	392	37	15
88	6.1	419	37	15
77	6.2	452	37	15
94	8.1	376	37	10
88	8.1	453	37	10
77	8.3	506	37	10
100	8	347	35	27.41693458
100	10	277	35	27.41693458
100	12	96	35	27.41693458
67	12	388	35	27.41693458
67	15	317	35	27.41693458
67	18	139	35	27.41693458
100	3	420	35	27.41693458
67	3	440	35	27.41693458
50	3	490	35	27.41693458
33	3	490	35	27.41693458
29	2	210	35	28
24	2	234	37	24
32	1.3	311	37	20
33	1.7	383	37	20
34	1.9	395	37	22
35	1.7	420	37	21
41	1.2	320	35	30
39	1.2	40	35	30
31	2.4	280	36	15
31	2.4	320	36	15
31	2.4	320	36	15
27	2.537345506	276	34	17
50	1.8	177	36	15
47	1.8	301	36	15
100	3.4	77.33	37	37
51	3.6	250	55	20
1	2.1	260	55	20
2	2.1	190	55	20
10	4.5	70	55	20
